id,fold,type,label,text1,text2
because-wsj_1698.ann-E11-r,0,Consequence,else,override any veto,the usual two-thirds majority
because-CHRG-110hhrg44900-1.ann-E109-r,1,Consequence,else,are we able to get by,the kind of support we try to give you as much as possible
because-wsj_1780.ann-E8-r,2,Consequence,else,The secretary would be required to block an acquisition,he concluded that it would so weaken an airline financially that it would hurt safety or reduce the carrier's ability to compete
because-1852142.ann-E6-r,3,Consequence,else,"justify more than mild steps to blunt growth in greenhouse gas emissions, which come mainly from using coal and oil, the fossil fuels that underpin modern economies",too iffy
because-wsj_1455.ann-E18-r,4,Purpose,else,who has visited the office,lunch meetings
because-CHRG-110hhrg44900-2.ann-E45-r,5,Consequence,else,the devastation to some of our families and communities,this subprime meltdown
because-CHRG-110hhrg44900-1.ann-E11-r,6,Consequence,else,some of the problems,a market sensitive regulatory authority
because-20020731-nyt.ann-E181-r,7,Consequence,else,utilities install modern pollution controls whenever they significantly upgrade older plants,a provision known as new source review
because-1822572.ann-E11-r,8,Motivation,else,him step down before June 15,the state budget is completed early
because-CHRG-110hhrg44900-1.ann-E175-r,9,Consequence,else,the engagement of the Treasury Department,an extraordinary event
because-20020731-nyt.ann-E74-r,0,Consequence,else,be one of the team's original Hogs,old enough
because-20020731-nyt.ann-E123-r,1,Consequence,else,the high price for the coin was reached,"it is one of a kind, it is beautiful and it has a great story"
because-CHRG-110hhrg44900-2.ann-E43-r,2,Motivation,else,"how disappointed I am with all of us, Members of Congress",what appears to have been weak oversight of our regulatory agencies
because-wsj_1296.ann-E21-r,3,Consequence,else,settlement,the proposal
because-CHRG-110hhrg44900-2.ann-E78-r,4,Motivation,else,we would be much more comfortable letting it happen,we would think the system would be preserved
because-CHRG-110hhrg44900-1.ann-E144-r,5,Consequence,else,that apply,we have cabinet and cabinet-level officials
because-1851335.ann-E12-r,6,Motivation,else,Mr. Giuliani is mending fences,he mounts his presidential bid
because-wsj_1103.ann-E4-r,7,Consequence,else,the problems ought to ease,some securities mature and the proceeds are reinvested
because-wsj_1700.ann-E8-r,8,Consequence,else,"the deaths -- by starvation, disease or execution -- of well over one million Cambodians",These utopians
because-CHRG-110hhrg44900-1.ann-E170-r,9,Consequence,else,clear that they are adequately capitalized,Their regulator
because-wsj_1450.ann-E16-r,0,Consequence,else,destroy a struggling business,The costs of crime
because-wsj_1296.ann-E7-r,1,Motivation,else,Securities regulators praise Drexel,"its energetic effort, led by government-approved general counsel Saul S. Cohen, to settle its legal problems with the states"
because-20020731-nyt.ann-E87-r,2,Purpose,else,This one will be auctioned,the school
because-wsj_1630.ann-E3-r,3,Motivation,else,"Chase tried to sell its interest, along with the Atlas estate's interest",the October 1987 stock market crash
because-CHRG-110hhrg44900-1.ann-E181-r,4,Motivation,else,thank you,your leadership
because-CHRG-110hhrg44900-2.ann-E54-r,5,Consequence,else,"Such private prudential regulation can be impaired, indeed even displaced",some counterparties assume that government regulators obviate private prudence
because-wsj_1506.ann-E24-r,6,Purpose,else,"The three men agreed to rewrite the guidelines, without changing the basic assassination ban",clear up any ambiguities that may have hampered U.S. encouragement of coups against anti-American leaders
because-wsj_1296.ann-E9-r,7,Consequence,else,you should (simply) revoke the license,someone is convicted of a felony
because-wsj_1044.ann-E4-r,8,Consequence,else,abortion funding,a bill
because-wsj_1630.ann-E1-r,9,Motivation,else,Chase Manhattan Corp. has exercised its option to purchase the 50-story office tower,trying unsuccessfully to sell its interest in its lower Manhattan operations building
because-wsj_1450.ann-E9-r,0,Consequence,else,almost 2% of all retail-sales workers suffer injuries,crime
because-CHRG-110hhrg44900-2.ann-E99-r,1,Consequence,else,they're in disarray,our monetary policy disrupts the markets because we create interest rates below market rates
because-wsj_0184.ann-E8-r,2,Consequence,else,unwanted suitors,The company
because-NYTnewswire4.ann-E12-r,3,Consequence,else,you get your feet cut out from under you,you look down the road too far
because-wsj_1506.ann-E17-r,4,Consequence,else,the need for guidelines on coups and assassinations,a White House desire to avoid nasty overseas surprises during the election campaign
because-wsj_1103.ann-E11-r,5,Consequence,else,the problems in the securities portfolio,positions taken last year
because-1852142.ann-E7-r,6,Consequence,else,"justify more than mild steps to blunt growth in greenhouse gas emissions, which come mainly from using coal and oil, the fossil fuels that underpin modern economies",too high
because-wsj_1504.ann-E12-r,7,Motivation,else,Corporate due process appeals to management,a variety of reasons
because-20020731-nyt.ann-E11-r,8,Motivation,else,The committee criticized Torricelli,"maintaining a ""personal and official relationship with Chang under circumstances where you knew that he was attempting to ingratiate himself, in part through a pattern of attempts to provide you and those around you with gifts over a period of several years."""
because-1854675.ann-E3-r,9,Consequence,else,it was not clear that Mr. Abbas had the power to carry out his decrees,Hamas controlling Gaza
because-wsj_0187.ann-E2-r,0,Purpose,else,form a new company,complete most of the troubled shipyard's backlog of 15 ships
because-CHRG-110hhrg44900-1.ann-E153-r,1,Motivation,else,we must ensure that taxpayers are not left holding the bag,one does fail
because-1824078.ann-E10-r,2,Consequence,else,they could not comment on the governor's budget,after the mayor testifies today at a joint hearing of the Senate Finance Committee and the Assembly Ways and Means Committee
because-CHRG-110hhrg44900-2.ann-E19-r,3,Consequence,else,meet this crisis,the emergency powers or extraordinary powers or change powers
because-1854573.ann-E11-r,4,Consequence,else,such radicalization,Congress
because-20020731-nyt.ann-E36-r,5,Consequence,else,this place more than his home,George Starke
because-1851291.ann-E22-r,6,Purpose,else,we must also recover the perennial wisdoms of philosophy and theology,safeguard humanity from science-based ethical systems
because-wsj_1353.ann-E9-r,7,Motivation,else,The statement,officials said Bush complained at a private meeting last week that a strict interpretation of a policy requires the U.S. to notify foreign dictators of certain coup plots
because-wsj_1849.ann-E10-r,8,Consequence,else,the firm's capital stock -- its assets -- means nothing,the firm is not producing profits
because-1852282.ann-E8-r,9,Consequence,else,We will only defeat it,we have a motivating idea that is better than their ideas
because-CHRG-110hhrg44900-1.ann-E142-r,0,Consequence,else,no question can be asked,the 5 minutes have expired
because-wsj_1931.ann-E6-r,1,Consequence,else,it's hard to gauge where the central bank wants the key federal funds rate,last week's stock market tailspin and Tuesday's California earthquake
because-1851284.ann-E4-r,2,Consequence,else,convene a series of meetings beginning this fall of the worlds' 15 biggest emitters of greenhouse gases (the United States is No. 1) to develop a long-term ``global strategy'' for dealing with climate change,Mr. Bush
because-CHRG-110hhrg44900-1.ann-E63-r,3,Motivation,else,"please, both of you can ignore the red lights",this is too important for you to be
because-1855590.ann-E7-r,4,Motivation,else,who have flocked there from Baghdad,the security crackdown
because-wsj_1803.ann-E13-r,5,Purpose,else,the rail system was running a full fleet of 45 trains during the day,provide an alternative for highway travelers
because-wsj_1829.ann-E5-r,6,Motivation,else,the bulk of Valley companies seemed to be just about shouting hosannas,what might have happened to the fragile parts that are at the heart of the microelectronics business
because-1854626.ann-E12-r,7,Purpose,else,the cloning of embryos,experimentation
because-1853339.ann-E14-r,8,Motivation,else,mock her,she walks with a cane
because-1854158.ann-E3-r,9,Motivation,else,The American troops were coming toward the Afghan police post,both sides did not know the identity of each other
because-wsj_1450.ann-E27-r,0,Purpose,else,Private security guards and moonlighting police can invoke the law of trespass,regulate access to these quasi-public places
because-1852197.ann-E25-r,1,Motivation,else,The sectarian violence was especially disheartening to some American officers,"it occurred in May, the same month that they were undertaking the centerpiece of the Baghdad security plan -- a neighborhood clearing operation"
because-wsj_1849.ann-E19-r,2,Purpose,else,swiveling their heads,watch the avalanche of leveraged buy-outs
because-wsj_1628.ann-E15-r,3,Purpose,else,money could be withdrawn tax-free,retirement
because-20020731-nyt.ann-E89-r,4,Consequence,else,"Your failure to act to prevent the acceptance of or to pay for gifts of earrings from Mr. Chang to individuals (your sister, an employee and a friend) in your home at Christmas on the mistaken belief that such items were of little value or were not gifts to you under the circumstances resulted in a violation of your public disclosure obligations under Senate Rule 34","Your failure to act to prevent the acceptance of or to pay for gifts of earrings from Mr. Chang to individuals (your sister, an employee and a friend) in your home at Christmas on the mistaken belief that such items were of little value or were not gifts to you under the circumstances resulted in a violation of the Senate Gifts Rule (35)"
