pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00015_20#00015_20_4,00015,00015_20,00015_20_4,Gay marriage should be legalized.,Marriage is categorically about procreation despite exceptions,-1,0.011977690272033215,0.01106543093919754,0.9769569039344788
00015_20#00015_20_6,00015,00015_20,00015_20_6,Gay marriage should be legalized.,Marriage is about much more than kids; gays qualify,1,0.04976927861571312,0.028864797204732895,0.9213659167289734
00330_1#00330_1_2,00330,00330_1,00330_1_2,Gambling is generally bad for society. It should be severely restricted.,Gambling is regressive,1,0.01770111732184887,0.006028860807418823,0.9762700200080872
00344_2#00344_2_6,00344,00344_2,00344_2_6,South Ossetia should be independent.,S. Ossetia 2006 referendum should be recognized,1,0.08293008804321289,0.13575337827205658,0.7813165187835693
00466_2#00466_2_3,00466,00466_2,00466_2_3,Acts of hate should be criminalized.,Hate crime laws provide special protections like other laws do,1,0.0398322269320488,0.0934320017695427,0.8667356967926025
00466_2#00466_2_4,00466,00466_2,00466_2_4,Acts of hate should be criminalized.,"Some groups don""t need hate crime legal protections",1,0.02652467042207718,0.8559154272079468,0.11755991727113724
00893_1#00893_1_5,00893,00893_1,00893_1_5,Trans fats should be banned.,Trans fats have created health crisis worthy of ban.,1,0.9506484270095825,0.00933992862701416,0.04001174867153168
00893_6#00893_6_2,00893,00893_6,00893_6_2,Trans fats should be banned.,"Trans fat ban requires exceptions, inconsistencies.",-1,0.8624781370162964,0.07953069359064102,0.05799121782183647
00987_1#00987_1_4,00987,00987_1,00987_1_4,Ultrasounds should be required before abortions.,"Ultrasounds inform mothers, may reduce abortions",1,0.0271498654037714,0.23671427369117737,0.7361358404159546
00987_4#00987_4_2,00987,00987_4,00987_4_2,Ultrasounds should be required before abortions.,Ultrasound mandates hijack doctor-patient relationship.,-1,0.07078281044960022,0.013609519228339195,0.9156076908111572
00987_4#00987_4_3,00987,00987_4,00987_4_3,Ultrasounds should be required before abortions.,Mandatory ultrasounds force doctors to compromise practice.,-1,0.08596653491258621,0.01106333453208208,0.9029700756072998
00987_4#00987_4_4,00987,00987_4,00987_4_4,Ultrasounds should be required before abortions.,Doctor-patient relationship sometimes needs ethical boundaries.,1,0.0056013381108641624,0.09178877621889114,0.9026098847389221
00992_3#00992_3_1,00992,00992_3,00992_3_1,The United Nations should have its own permanent standing army.,A UN standing army is unnecessary;,-1,0.19665764272212982,0.4394749402999878,0.3638674318790436
01145_7#01145_7_2,01145,01145_7,01145_7_2,Governments should completely ban laser pointers.,Scientists and researchers can be exempted from laser ban,1,0.000534098013304174,0.9651728868484497,0.03429301828145981
00235_1#00235_1_2,00235,00235_1,00235_1_2,Jerusalem should be divided.,"Jerusalem can be shared; it need not be ""divided"".",1,0.0059743160381913185,0.9899230599403381,0.004102668724954128
00235_1#00235_1_6,00235,00235_1,00235_1_6,Jerusalem should be divided.,"With three religious claims to Jerusalem, how would it be divided?",-1,0.6673101782798767,0.048785220831632614,0.2839046120643616
00235_1#00235_1_8,00235,00235_1,00235_1_8,Jerusalem should be divided.,Israel has fought to unify Jerusalem; why now divide it?,-1,0.5029353499412537,0.1920485496520996,0.30501610040664673
00320_3#00320_3_10,00320,00320_3,00320_3_10,UN should recognize Palestinian statehood.,UN recognition would force final negotiations of two-state solution.,1,0.0020354148000478745,0.0021462291479110718,0.9958184361457825
00320_3#00320_3_11,00320,00320_3,00320_3_11,UN should recognize Palestinian statehood.,UN support would breath new light into the two-state solution,1,0.006581555120646954,0.011004144325852394,0.9824143052101135
00352_1#00352_1_3,00352,00352_1,00352_1_3,Denial of the Holocaust should be illegal.,Debating Holocaust implies there are two reasonable viewpoints.,1,0.007929124869406223,0.34365928173065186,0.6484116315841675
00352_1#00352_1_6,00352,00352_1,00352_1_6,Denial of the Holocaust should be illegal.,The impressionable must be protected from holocaust denial.,1,0.17388679087162018,0.7104601860046387,0.11565303057432175
00576_1#00576_1_1,00576,00576_1,00576_1_1,Internet access is a human right.,"If Internet access is a right, so would be news",-1,0.20388637483119965,0.13481102883815765,0.6613025665283203
00720_4#00720_4_20,00720,00720_4,00720_4_20,Release photos of a deceased Osama bin Laden.,Upside of photos insufficient to counter inflammation.,-1,0.004133276641368866,0.1813313364982605,0.8145354390144348
00727_2#00727_2_5,00727,00727_2,00727_2_5,Path to citizenship for illegal immigrants in the US should be allowed.,Deportation disrupts immigrant families,1,0.04496180638670921,0.14626307785511017,0.8087751865386963
00781_2#00781_2_1,00781,00781_2,00781_2_1,Terms should be limited in US Congress.,A majority of Americans support term limits in Congress.,1,0.8405004739761353,0.041153181344270706,0.11834637075662613
00889_24#00889_24_3,00889,00889_24,00889_24_3,Tibet should seek and gain independence.,Chinas militarization of Tibet is a regional risk,1,0.0028238333761692047,0.03996865823864937,0.9572075605392456
00889_24#00889_24_6,00889,00889_24,00889_24_6,Tibet should seek and gain independence.,Tibet independence would reduce the risks of Tibetan refugee crises.,1,0.04211553558707237,0.008090308867394924,0.9497941136360168
01145_7#01145_7_9,01145,01145_7,01145_7_9,Governments should completely ban laser pointers.,Laser pointers are used by photographers and tour guides,-1,0.0003771088959183544,0.9586185216903687,0.041004374623298645
00039_8#00039_8_4,00039,00039_8,00039_8_4,Judges should be elected.,"Elections frequently unseat experienced, and seat inexperienced, judges.",-1,0.6304971575737,0.2374957650899887,0.1320071518421173
00171_1#00171_1_1,00171,00171_1,00171_1_1,The Palestinians do have the right to return.,No formal international legal right of return for Palestinians,-1,0.05060374364256859,0.6322389841079712,0.3171572685241699
00320_3#00320_3_6,00320,00320_3,00320_3_6,UN should recognize Palestinian statehood.,"Peace can only be achieved by Israel and Palestine, not UN",-1,0.10725199431180954,0.2567715346813202,0.6359764337539673
00320_3#00320_3_9,00320,00320_3,00320_3_9,UN should recognize Palestinian statehood.,UN initiative fosters helpful state-to-state negotiations.,1,0.0010865795193240047,0.00535679841414094,0.9935566782951355
00330_5#00330_5_3,00330,00330_5,00330_5_3,Gambling is generally bad for society. It should be severely restricted.,Gambling is addictive.,1,0.0006920841406099498,0.9655997157096863,0.03370823338627815
00670_3#00670_3_1,00670,00670_3,00670_3_1,It is right for Governments to restrict freedom of speech.,Speech acts lead to physical acts.,1,0.002068439032882452,0.06631193310022354,0.9316196441650391
00735_1#00735_1_11,00735,00735_1,00735_1_11,The estate tax should be permanently repealed.,Wealthy Americans owe a special debt captured by estate tax,1,0.00230014743283391,0.057100433856248856,0.9405994415283203
00735_1#00735_1_4,00735,00735_1,00735_1_4,The estate tax should be permanently repealed.,Unfair to over-tax individuals for building nest egg,-1,0.0026766222435981035,0.16913264989852905,0.8281907439231873
00735_1#00735_1_6,00735,00735_1,00735_1_6,The estate tax should be permanently repealed.,Estate Tax unfairly harms farmers and small businesses,-1,0.0011379844509065151,0.41025310754776,0.5886089205741882
00735_1#00735_1_7,00735,00735_1,00735_1_7,The estate tax should be permanently repealed.,US estate tax is large compared to other countries.,-1,0.001446843147277832,0.09788822382688522,0.9006648659706116
00911_5#00911_5_2,00911,00911_5,00911_5_2,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans can be funded by cutting pork,1,0.009025719948112965,0.7162775993347168,0.27469661831855774
00911_5#00911_5_5,00911,00911_5,00911_5_5,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans is not too costly for America,1,0.042941659688949585,0.11219824105501175,0.8448601365089417
00379_2#00379_2_2,00379,00379_2,00379_2_2,Plastic shopping bags should be banned.,"That wouldn""t do anything to help the environment.",-1,0.0031361489091068506,0.05380996689200401,0.9430538415908813
00516_7#00516_7_3,00516,00516_7,00516_7_3,Terms for legislators should be limited.,"Founding politicians had other jobs, but now is different.",-1,0.010549922473728657,0.0003990336845163256,0.989051103591919
00344_10#00344_10_2,00344,00344_10,00344_10_2,South Ossetia should be independent.,Ossetians have a distinct ethnic identity and history,1,0.0018852545181289315,0.00883228238672018,0.989282488822937
00466_7#00466_7_4,00466,00466_7,00466_7_4,Acts of hate should be criminalized.,Hate crimes terrorize communities and so deserve greater punishment,1,0.9734340906143188,0.008954862132668495,0.01761111244559288
00655_4#00655_4_5,00655,00655_4,00655_4_5,Advertising should be banned.,"Advertising exploits our deepest fears, sensitivities and yearning.",1,0.005070882383733988,0.14335857331752777,0.8515705466270447
00655_4#00655_4_7,00655,00655_4,00655_4_7,Advertising should be banned.,Many adverts are not justifiable on moral basis.,1,0.06376178562641144,0.14012813568115234,0.7961100339889526
00728_6#00728_6_2,00728,00728_6,00728_6_2,The US Congress should adopt financial reform legislation.,New reforms make regulations equally complex and vulnerable.,-1,0.010797864757478237,0.004462710581719875,0.9847394227981567
00728_6#00728_6_6,00728,00728_6,00728_6_6,The US Congress should adopt financial reform legislation.,Financial reform bill is essential to restoring US credibility,1,0.15483717620372772,0.00731865456327796,0.8378441333770752
00728_6#00728_6_8,00728,00728_6,00728_6_8,The US Congress should adopt financial reform legislation.,Goldman Sachs fraud case highlighted need for financial reform,1,0.10821487009525299,0.007355112582445145,0.8844301104545593
00923_5#00923_5_5,00923,00923_5,00923_5_5,Gambling is generally bad for society. It should be severely restricted.,Gambling is addictive.,1,0.0006920841406099498,0.9655997157096863,0.03370823338627815
01122_5#01122_5_1,01122,01122_5,01122_5_1,In some cases juveniles should be tried as adults.,Juvenile courts and justice are more economical.,-1,0.01844826154410839,0.009768735617399216,0.9717830419540405
00318_2#00318_2_2,00318,00318_2,00318_2_2,Plastic shopping bags should be banned.,"That wouldn""t do anything to help the environment.",-1,0.0031361489091068506,0.05380996689200401,0.9430538415908813
00781_6#00781_6_11,00781,00781_6,00781_6_11,Terms should be limited in US Congress.,"Term limits reduce government size, spending, deficits",1,0.0008894252241589129,0.002060159808024764,0.997050404548645
00781_6#00781_6_16,00781,00781_6,00781_6_16,Terms should be limited in US Congress.,"Term limits counter hierarchy, ensure equality, among politicians",1,0.010426881723105907,0.008189044892787933,0.9813840389251709
00781_6#00781_6_17,00781,00781_6,00781_6_17,Terms should be limited in US Congress.,Term limits driven by hatred of politicians/government.,-1,0.002392383059486747,0.017923351377248764,0.9796842336654663
00781_6#00781_6_5,00781,00781_6,00781_6_5,Terms should be limited in US Congress.,Term-limited politicians spend time looking for next job,-1,0.0022907655220478773,0.0063395085744559765,0.9913696050643921
00781_6#00781_6_7,00781,00781_6,00781_6_7,Terms should be limited in US Congress.,"Power limits, not term limits, are the answer",-1,0.0038920892402529716,0.039221297949552536,0.9568866491317749
00485_2#00485_2_5,00485,00485_2,00485_2_5,Wicca should be recognized as a religion.,Wiccans have no structured belief system.,-1,0.06607730686664581,0.06339209526777267,0.8705306053161621
00485_2#00485_2_9,00485,00485_2,00485_2_9,Wicca should be recognized as a religion.,Wiccan clergy can perform legal marriages.,1,0.14700043201446533,0.033514443784952164,0.819485068321228
00521_1#00521_1_3,00521,00521_1,00521_1_3,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol production damages water quality,-1,0.0014082707930356264,0.0034846162889152765,0.9951070547103882
00718_2#00718_2_1,00718,00718_2,00718_2_1,This house believes that the Pentagon building should be deconstructed.,No strategic significance.,1,0.0012007162440568209,0.02681148611009121,0.9719877243041992
00718_2#00718_2_6,00718,00718_2,00718_2_6,This house believes that the Pentagon building should be deconstructed.,Janitor heaven.,-1,0.0022381253074854612,0.9407564997673035,0.0570053830742836
00755_14#00755_14_7,00755,00755_14,00755_14_7,Turkey should be given membership in the EU.,Membership in other organizations is immaterial.,-1,0.006108432542532682,0.3805527091026306,0.613338828086853
