pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct
00970_1#00970_1_10,00970,00970_1,00970_1_10,I should go to law school.,Law school is not best way to make social change,-1,0.0025744035374373198,0.002607919042930007
01032_1#01032_1_2,01032,01032_1,01032_1_2,Fiat currencies should be eradicated.,Commodities can not be artificially inflated.,1,0.00995074026286602,0.0008632676908746362
00015_21#00015_21_4,00015,00015_21,00015_21_4,Gay marriage should be legalized.,"Children always benefit from two parents, gay or straight",1,0.000829629076179117,0.004893068689852953
00015_21#00015_21_6,00015,00015_21,00015_21_6,Gay marriage should be legalized.,Children do not need male/female parent role models,1,0.0014526398153975606,0.0033740552607923746
00039_3#00039_3_5,00039,00039_3,00039_3_5,Judges should be elected.,Legal hierarchy surrounding appointments is not a meritocracy.,1,0.00011879478552145883,2.076360397040844e-05
00549_2#00549_2_7,00549,00549_2,00549_2_7,The United Kingdom should hand over the Falkland Islands to Argentina.,Argentina has an imperial past,-1,4.398414239403792e-05,2.408287036814727e-05
00672_3#00672_3_4,00672,00672_3,00672_3_4,Women should be in the military.,The American public supports womens participation in the military,1,0.0020196205005049706,3.2693351386114955e-05
00970_1#00970_1_13,00970,00970_1,00970_1_13,I should go to law school.,Law schools empowers individuals to make social change,1,0.0001686939795035869,7.788738003000617e-05
00970_1#00970_1_3,00970,00970_1,00970_1_3,I should go to law school.,Lawyers have rewarding role of upholding justice.,1,0.0016953517915681005,0.00018209894187748432
00970_1#00970_1_5,00970,00970_1,00970_1_5,I should go to law school.,Lawyers too in debt to advocate for the little guy,-1,0.00028816479607485235,3.737234146683477e-05
00970_1#00970_1_6,00970,00970_1,00970_1_6,I should go to law school.,Law schools is a good way to help people.,1,0.0017936377553269267,0.0001264758175238967
00970_1#00970_1_8,00970,00970_1,00970_1_8,I should go to law school.,"Lawyers empowered to check large companies, govts.",1,0.00140162103343755,0.000131881664856337
01174_17#01174_17_2,01174,01174_17,01174_17_2,You should belong to the Democratic rather than Republican party.,Democrats stand for social progress.,1,0.0005822753300890326,8.193980465875939e-05
00365_2#00365_2_5,00365,00365_2,00365_2_5,Trans fats should be banned.,Trans fat ban creates slippery slope to further nannying,-1,0.04731566831469536,0.6473196744918823
00365_2#00365_2_6,00365,00365_2,00365_2_6,Trans fats should be banned.,"Government should inform citizens, not ban trans fats",-1,0.15643347799777985,0.158501997590065
00365_2#00365_2_8,00365,00365_2,00365_2_8,Trans fats should be banned.,"Trans fats ""unsafe"" under regulatory standards.",1,0.009417902678251266,0.004144873004406691
00889_17#00889_17_13,00889,00889_17,00889_17_13,Tibet should seek and gain independence.,The Chinese government is not working toward solutions for Tibet,1,0.0010161914397031069,0.00020645193581003696
01131_2#01131_2_5,01131,01131_2,01131_2_5,Bosnia and Herzegovina should accede to the European Union.,EU institutions lack democratic transparency.,-1,0.0002841064997483045,0.00021442784054670483
01174_3#01174_3_1,01174,01174_3,01174_3_1,You should belong to the Democratic rather than Republican party.,Republican are unintelligent,1,6.260314694372937e-05,7.415294385282323e-05
01174_3#01174_3_3,01174,01174_3,01174_3_3,You should belong to the Democratic rather than Republican party.,Democrats tend to be more humble,1,0.00039205982466228306,3.928967271349393e-05
01206_1#01206_1_11,01206,01206_1,01206_1_11,The West should arm Libyan rebels.,Libyan rebels are very hard to train and manage.,-1,0.00017152349755633622,2.2475120204035193e-05
01206_1#01206_1_5,01206,01206_1,01206_1_5,The West should arm Libyan rebels.,Libyan rebels will be massacred without arms support.,1,0.8399286866188049,0.0035270925145596266
01206_1#01206_1_7,01206,01206_1,01206_1_7,The West should arm Libyan rebels.,No controls on how Libyan rebels use Wests weapons,-1,0.0001794665731722489,0.00010554632899584249
01206_1#01206_1_8,01206,01206_1,01206_1_8,The West should arm Libyan rebels.,"West should protect Libyan civilians, not arm rebels.",-1,0.5807608366012573,0.0019766949117183685
00096_3#00096_3_3,00096,00096_3,00096_3_3,Governments should have the power to intern suspects without trial.,Internment removes threats from society.,1,0.008929325267672539,2.6307279767934233e-05
00270_9#00270_9_9,00270,00270_9,00270_9_9,Corps should be able to spend without limit in elections.,Unlimited election spending will increases corruption,-1,0.005095477215945721,0.01721133105456829
00312_5#00312_5_17,00312,00312_5,00312_5_17,Corporations should be treated as legal persons with equivalent rights.,General statements against corporate personhood,-1,0.00012705971312243491,2.129734457412269e-05
00635_12#00635_12_1,00635,00635_12,00635_12_1,Australia should be culling kangaroos.,Kangaroos are the cause of costly car accidents,1,0.004228117875754833,0.030041221529245377
00749_1#00749_1_4,00749,00749_1,00749_1_4,Modern Christians should keep the Sabbath.,It is one of the Christian ten commandments.,1,8.121799328364432e-05,6.630590360146016e-05
00889_23#00889_23_11,00889,00889_23,00889_23_11,Tibet should seek and gain independence.,The average Tibetan does not actually want independence from China,-1,0.0005318706389516592,0.0005309893167577684
00015_10#00015_10_12,00015,00015_10,00015_10_12,Gay marriage should be legalized.,Legalizing gay marriage will incite attacks on Churches,-1,0.002126478124409914,0.0035233728121966124
00015_10#00015_10_14,00015,00015_10,00015_10_14,Gay marriage should be legalized.,"Gay marriage is a civil, not religious, issue",1,0.00012680752843152732,9.522095206193626e-05
00015_10#00015_10_3,00015,00015_10,00015_10_3,Gay marriage should be legalized.,Religious cases that marriage is between a man and woman,-1,4.687136970460415e-05,0.00010393959382781759
00479_1#00479_1_3,00479,00479_1,00479_1_3,Incest between consenting adults should be legal.,Incestuous minority deserves protections.,1,0.0016409336822107434,1.5081076526257675e-05
00549_11#00549_11_2,00549,00549_11,00549_11_2,The United Kingdom should hand over the Falkland Islands to Argentina.,A few notable dates :,1,4.975028059561737e-05,6.0312202549539506e-05
00829_6#00829_6_4,00829,00829_6,00829_6_4,Governments should bailout journalism.,Leaving journalism to the markets risks degrading the trade,1,4.7502653615083545e-05,5.227878500591032e-05
00939_4#00939_4_10,00939,00939_4,00939_4_10,I should go to graduate school.,Masters is for clear career objectives; not just education,-1,0.000147063605254516,0.00011739142792066559
00939_4#00939_4_12,00939,00939_4,00939_4_12,I should go to graduate school.,Masters programs often treated as cash cows for other programs,-1,0.0002135802642442286,0.0004269094788469374
00034_3#00034_3_7,00034,00034_3,00034_3_7,Governments should legalise all drugs.,Drugs can have a beneficial mind-expanding capacity.,1,0.013045855797827244,0.011987694539129734
00109_4#00109_4_6,00109,00109_4,00109_4_6,Kosovo should be independent.,Serbias public will not support a violent response to Kosovo independence,1,0.46344318985939026,0.08794408291578293
00513_3#00513_3_2,00513,00513_3,00513_3_2,Countries should place some limitations on foreign investments.,Limiting foreign investment protects the national interest.,1,0.026800714433193207,0.00012952655379194766
01108_7#01108_7_1,01108,01108_7,01108_7_1,Plans to fight global warming should prioritize solar energy.,Solar power operates silently.,1,0.14500071108341217,0.0006468161009252071
01174_30#01174_30_7,01174,01174_30,01174_30_7,You should belong to the Democratic rather than Republican party.,Higher taxes discourage hard work.,-1,9.651754226069897e-05,3.404980088816956e-05
01206_2#01206_2_4,01206,01206_2,01206_2_4,The West should arm Libyan rebels.,Legality matters little to arming Libyan rebels.,1,0.010621517896652222,0.00011370024731149897
00037_5#00037_5_4,00037,00037_5,00037_5_4,The justice system should focus on rehabilitation over retribution.,Studies show rehabilitation programs are effective.,1,6.500833842437714e-05,1.4184122846927494e-05
00163_10#00163_10_2,00163,00163_10,00163_10_2,Nuclear energy is justified and should be expanded.,Nuclear facilities are designed to withstand terrorists attacks,1,0.3861619830131531,0.0041518439538776875
00336_1#00336_1_2,00336,00336_1,00336_1_2,Light pollution is a problem and we should try to fix it.,It disrupts wildlife,1,0.07315371185541153,0.9118524789810181
00402_22#00402_22_1,00402,00402_22,00402_22_1,You should belong to the Democratic rather than Republican party.,Republicans believe individual rights are paramount,-1,0.00011593906674534082,2.6242727471981198e-05
00402_22#00402_22_2,00402,00402_22,00402_22_2,You should belong to the Democratic rather than Republican party.,Democrats believe public good is paramount,1,0.00010296299296896905,1.904084456327837e-05
00450_2#00450_2_4,00450,00450_2,00450_2_4,Surrogate motherhood should be allowed.,Commercial surrogacy is exploitative.,-1,0.00013522751396521926,0.00012188254186185077
00450_2#00450_2_5,00450,00450_2,00450_2_5,Surrogate motherhood should be allowed.,Surrogacy will inevitably become commercial.,-1,0.0014165494358167052,0.004002802073955536
00750_5#00750_5_3,00750,00750_5,00750_5_3,Governments should require that genetically modified foods be labeled.,Labeling helps poorer countries avoid economic harm,1,0.006294542457908392,0.00021501490846276283
00864_6#00864_6_2,00864,00864_6,00864_6_2,Nations should increase economic and social protections for migrants.,Migrants have a right to family reunification,1,0.001641496317461133,2.1309506337274797e-05
01122_9#01122_9_1,01122,01122_9,01122_9_1,In some cases juveniles should be tried as adults.,The adult court can be racist.,-1,0.0009568021632730961,2.465110446792096e-05
01234_2#01234_2_1,01234,01234_2,01234_2_1,This House believes that hate speech should be a crime.,These laws are not necessary.,-1,0.0001695402606856078,2.6185276510659605e-05
00015_20#00015_20_3,00015,00015_20,00015_20_3,Gay marriage should be legalized.,Denying marriage to infertile would be too costly,-1,0.0015340936370193958,0.0047623226419091225
00684_4#00684_4_2,00684,00684_4,00684_4_2,All election funding should be made transparent.,"Committee spending requires disclosure, so should corporate spending",1,9.575431613484398e-05,0.00014241413737181574
00684_4#00684_4_4,00684,00684_4,00684_4_4,All election funding should be made transparent.,Liberal groups can raise anonymous funding for ads too,-1,0.00034638348734006286,0.0012006632750853896
00684_4#00684_4_5,00684,00684_4,00684_4_5,All election funding should be made transparent.,2010 US elections show why transparent campaign ads needed,1,8.045177673920989e-05,7.023254875093699e-05
00893_1#00893_1_2,00893,00893_1,00893_1_2,Trans fats should be banned.,Trans fats increase risk of female infertility,1,0.19665838778018951,0.6888501644134521
00987_4#00987_4_1,00987,00987_4,00987_4_1,Ultrasounds should be required before abortions.,Ultrasounds are good compromise between abortion opponents,1,0.01784460060298443,0.00017509027384221554
00320_3#00320_3_13,00320,00320_3,00320_3_13,UN should recognize Palestinian statehood.,Palestinian Authority move in UN undermines legitimate PLO.,-1,0.0030935239046812057,0.0010550471488386393
00352_1#00352_1_4,00352,00352_1,00352_1_4,Denial of the Holocaust should be illegal.,Publics can reject holocaust denial without a ban,-1,0.010362675413489342,0.00021684548119083047
00352_1#00352_1_8,00352,00352_1,00352_1_8,Denial of the Holocaust should be illegal.,Outlawing denial makes Holocausts occurrence seem suspect,-1,7.606542203575373e-05,4.738664938486181e-05
00576_1#00576_1_2,00576,00576_1,00576_1_2,Internet access is a human right.,Online public services necessitate Internet as a right,1,0.0006876086699776351,0.0009692467283457518
00889_24#00889_24_4,00889,00889_24,00889_24_4,Tibet should seek and gain independence.,Tibet independence would end international protests and diplomatic tensions.,1,0.0076675741001963615,0.00019513408187776804
01072_2#01072_2_5,01072,01072_2,01072_2_5,Osama bin Laden death photos should be released.,American people deserve confirmation offered by photos,1,0.006556497421115637,1.7182283045258373e-05
00015_9#00015_9_6,00015,00015_9,00015_9_6,Gay marriage should be legalized.,Gay spouses can helpfully adopt orphaned kids.,1,0.011607262305915356,0.0035780153702944517
00109_5#00109_5_13,00109,00109_5,00109_5_13,Kosovo should be independent.,Kosovo is an historic part of Serbia that should not grow independent,-1,0.0010569293517619371,0.0009914407273754478
00285_17#00285_17_2,00285,00285_17,00285_17_2,You should belong to the Democratic rather than Republican party.,Democrats stand for social progress.,1,0.0005822753300890326,8.193980465875939e-05
00320_3#00320_3_8,00320,00320_3,00320_3_8,UN should recognize Palestinian statehood.,Palestinian move not just symbolism; its counterproductive.,-1,7.625619036844e-05,0.00010777193529065698
00735_1#00735_1_3,00735,00735_1,00735_1_3,The estate tax should be permanently repealed.,Small businesses and farms are unaffected by estate tax,1,0.0012080190936103463,9.576416050549597e-05
